target_id,dataset,stem,status,lddt,n_matched_atoms,n_contacts,error
cameo_hard__8j4i_A,cameo_hard,8j4i_A,ok,0.5627535206354586,1491,95,
cameo_hard__8jvx_B,cameo_hard,8jvx_B,ok,0.6066901883230706,297,19,
cameo_hard__8raj_A,cameo_hard,8raj_A,ok,0.6397744603472548,465,31,
cameo_hard__8s3m_A,cameo_hard,8s3m_A,ok,0.4120231770453675,2796,172,
cameo_hard__8s89_A,cameo_hard,8s89_A,ok,0.828895858505791,3055,200,
cameo_hard__8u1a_A,cameo_hard,8u1a_A,ok,0.23127403503147126,2759,162,
cameo_hard__8v4w_A,cameo_hard,8v4w_A,ok,0.359951973713255,1714,103,
cameo_hard__8vd6_A,cameo_hard,8vd6_A,ok,0.6516823998609624,1384,87,
cameo_hard__8vej_B,cameo_hard,8vej_B,ok,0.7940919733515505,1835,121,
cameo_hard__8wwc_C,cameo_hard,8wwc_C,ok,0.4715593109259433,741,56,
cameo_hard__8xtn_A,cameo_hard,8xtn_A,ok,0.3577613669273096,232,16,
cameo_hard__8yl4_B,cameo_hard,8yl4_B,ok,0.7155775841575192,1517,103,
cameo_hard__8yoz_A,cameo_hard,8yoz_A,ok,0.7477974528960224,632,39,
cameo_hard__8zaf_A,cameo_hard,8zaf_A,ok,0.32520464832854706,2869,176,
cameo_hard__9b7d_D,cameo_hard,9b7d_D,ok,0.3354260239249344,1575,96,
cameo_hard__9bch_A,cameo_hard,9bch_A,ok,0.3027568373977577,1544,99,
cameo_hard__9de9_B,cameo_hard,9de9_B,ok,0.7730652952928616,641,40,
cameo_hard__9deb_E,cameo_hard,9deb_E,ok,0.8490163444714719,623,41,
cameo_hard__9def_A,cameo_hard,9def_A,ok,0.8397963963622942,1194,75,
cameo_hard__9deg_A,cameo_hard,9deg_A,ok,0.7829267338609782,1259,78,
cameo_hard__9dl1_D,cameo_hard,9dl1_D,ok,0.5697087532038903,1059,62,
cameo_hard__9emy_B,cameo_hard,9emy_B,ok,0.6592314075219177,3007,189,
cameo_hard__9eqn_A,cameo_hard,9eqn_A,ok,0.530770936002592,560,36,
cameo_hard__9eum_A,cameo_hard,9eum_A,ok,0.4954108250158582,1334,88,
cameo_hard__9f4c_A,cameo_hard,9f4c_A,ok,0.4797383346121293,1113,70,
cameo_hard__9fdg_A,cameo_hard,9fdg_A,ok,0.6505752858006102,1442,89,
cameo_hard__9hac_B,cameo_hard,9hac_B,ok,0.38574783786024147,1099,63,
cameo_hard__9had_C,cameo_hard,9had_C,ok,0.7322949701619779,908,54,
cameo_hard__9isp_A,cameo_hard,9isp_A,ok,0.2089767932020401,1183,78,
cameo_hard__9j46_F,cameo_hard,9j46_F,ok,0.35007173111080747,971,62,
cameo_hard__9j5h_A,cameo_hard,9j5h_A,ok,0.5476433785192909,270,17,
cameo_hard__9k3e_C,cameo_hard,9k3e_C,ok,0.389060112487402,943,58,
casp_fm__T1104-D1,casp_fm,T1104-D1,ok,0.4585190193240395,899,58,
casp_fm__T1112-D1,casp_fm,T1112-D1,ok,0.596675299906493,3554,230,
casp_fm__T1113-D1,casp_fm,T1113-D1,ok,0.3786470153249866,1343,83,
casp_fm__T1120-D1,casp_fm,T1120-D1,ok,0.653679516022609,910,59,
