target_id,dataset,stem,status,lddt,n_matched_atoms,n_contacts,error
cameo_hard__8j4i_A,cameo_hard,8j4i_A,ok,0.5761521173644817,1491,0,
cameo_hard__8jvx_B,cameo_hard,8jvx_B,ok,0.7392916535574633,297,0,
cameo_hard__8raj_A,cameo_hard,8raj_A,ok,0.6670870483341155,465,0,
cameo_hard__8s3m_A,cameo_hard,8s3m_A,ok,0.8390240449979148,2796,0,
cameo_hard__8s89_A,cameo_hard,8s89_A,ok,0.8882263283935267,3055,0,
cameo_hard__8u1a_A,cameo_hard,8u1a_A,ok,0.6271057902515762,2759,0,
cameo_hard__8v4w_A,cameo_hard,8v4w_A,ok,0.9034878184145965,1714,0,
cameo_hard__8vd6_A,cameo_hard,8vd6_A,ok,0.7494363034311169,1384,0,
cameo_hard__8vej_B,cameo_hard,8vej_B,ok,0.7998913976422778,1835,0,
cameo_hard__8wwc_C,cameo_hard,8wwc_C,ok,0.8145936710045876,741,0,
cameo_hard__8xtn_A,cameo_hard,8xtn_A,ok,0.4101071532001158,232,0,
cameo_hard__8yl4_B,cameo_hard,8yl4_B,ok,0.8283350754125332,1517,0,
cameo_hard__8yoz_A,cameo_hard,8yoz_A,ok,0.7747005117469179,632,0,
cameo_hard__8zaf_A,cameo_hard,8zaf_A,ok,0.8529033888144847,2869,0,
cameo_hard__9b7d_D,cameo_hard,9b7d_D,ok,0.8578222973273447,1575,0,
cameo_hard__9bch_A,cameo_hard,9bch_A,ok,0.6392708498425451,1544,0,
cameo_hard__9de9_B,cameo_hard,9de9_B,ok,0.7870107081320493,641,0,
cameo_hard__9deb_E,cameo_hard,9deb_E,ok,0.8655368497418171,623,0,
cameo_hard__9def_A,cameo_hard,9def_A,ok,0.8468394829234132,1194,0,
cameo_hard__9deg_A,cameo_hard,9deg_A,ok,0.8625298267116946,1259,0,
cameo_hard__9dl1_D,cameo_hard,9dl1_D,ok,0.749207805203469,1059,0,
cameo_hard__9emy_B,cameo_hard,9emy_B,ok,0.863388987491617,3007,0,
cameo_hard__9eqn_A,cameo_hard,9eqn_A,ok,0.737432430128063,560,0,
cameo_hard__9eum_A,cameo_hard,9eum_A,ok,0.6779831794978014,1334,0,
cameo_hard__9f4c_A,cameo_hard,9f4c_A,ok,0.6741819001589926,1113,0,
cameo_hard__9fdg_A,cameo_hard,9fdg_A,ok,0.6552633001066072,1442,0,
cameo_hard__9hac_B,cameo_hard,9hac_B,ok,0.7316086872426847,1099,0,
cameo_hard__9had_C,cameo_hard,9had_C,ok,0.8431321398124467,908,0,
cameo_hard__9isp_A,cameo_hard,9isp_A,ok,0.899038867718139,1183,0,
cameo_hard__9j46_F,cameo_hard,9j46_F,ok,0.8258744363984151,971,0,
cameo_hard__9j5h_A,cameo_hard,9j5h_A,ok,0.6666319082377477,270,0,
cameo_hard__9k3e_C,cameo_hard,9k3e_C,ok,0.8728274651321565,943,0,
casp_fm__T1104-D1,casp_fm,T1104-D1,ok,0.8560743124857164,899,0,
casp_fm__T1112-D1,casp_fm,T1112-D1,ok,0.8447648926950533,3554,0,
casp_fm__T1113-D1,casp_fm,T1113-D1,ok,0.8410829487212178,1343,0,
casp_fm__T1120-D1,casp_fm,T1120-D1,ok,0.759100412589136,910,0,
casp_fm__T1120-D2,casp_fm,T1120-D2,ok,0.8014309494034542,820,0,
casp_fm__T1121-D1,casp_fm,T1121-D1,ok,0.8077224649814188,1538,0,
casp_fm__T1122-D1,casp_fm,T1122-D1,ok,0.7759764918955827,1833,0,
casp_fm__T1123-D1,casp_fm,T1123-D1,ok,0.8368411697893998,1681,0,
casp_fm__T1125-D1,casp_fm,T1125-D1,ok,0.7938766737049727,1081,0,
casp_fm__T1125-D2,casp_fm,T1125-D2,ok,0.8237103522186271,1151,0,
casp_fm__T1125-D4,casp_fm,T1125-D4,ok,0.816308447444664,1136,0,
casp_fm__T1125-D5,casp_fm,T1125-D5,ok,0.8080262667393112,1191,0,
denovo_pdb__7ah0_A,denovo_pdb,7ah0_A,ok,0.7193924447471871,834,0,
denovo_pdb__7dgu_A,denovo_pdb,7dgu_A,ok,0.8894316746238782,756,0,
denovo_pdb__7dgw_A,denovo_pdb,7dgw_A,ok,0.780699270032981,708,0,
denovo_pdb__7dgy_A,denovo_pdb,7dgy_A,ok,0.9200005678177143,766,0,
denovo_pdb__7dmf_A,denovo_pdb,7dmf_A,ok,0.8476148173108587,1478,0,
denovo_pdb__7f1h_A,denovo_pdb,7f1h_A,ok,0.8612526339740609,1490,0,
denovo_pdb__7f1i_A,denovo_pdb,7f1i_A,ok,0.8920678911712494,1498,0,
denovo_pdb__7f1j_A,denovo_pdb,7f1j_A,ok,0.8981352996502756,1486,0,
denovo_pdb__7f1k_A,denovo_pdb,7f1k_A,ok,0.8983576331124847,1512,0,
denovo_pdb__7f1l_A,denovo_pdb,7f1l_A,ok,0.874182986086124,1527,0,
denovo_pdb__7hiy_A,denovo_pdb,7hiy_A,ok,0.8781062705419862,971,0,
denovo_pdb__7hiz_A,denovo_pdb,7hiz_A,ok,0.8819284101902611,971,0,
denovo_pdb__7hj0_A,denovo_pdb,7hj0_A,ok,0.884126570551792,971,0,
denovo_pdb__7hj1_A,denovo_pdb,7hj1_A,ok,0.8881256212643456,971,0,
