target_id,dataset,stem,status,lddt,n_matched_atoms,n_contacts,error
cameo_hard__8j4i_A,cameo_hard,8j4i_A,ok,0.550547156083997,1491,38,
cameo_hard__8jvx_B,cameo_hard,8jvx_B,ok,0.6080722729111421,297,7,
cameo_hard__8raj_A,cameo_hard,8raj_A,ok,0.6469160605349601,465,12,
cameo_hard__8s3m_A,cameo_hard,8s3m_A,ok,0.38280436824243,2796,69,
cameo_hard__8s89_A,cameo_hard,8s89_A,ok,0.8251910034404919,3055,80,
cameo_hard__8u1a_A,cameo_hard,8u1a_A,ok,0.47036039114894274,2759,64,
cameo_hard__8v4w_A,cameo_hard,8v4w_A,ok,0.372905353843049,1714,41,
cameo_hard__8vd6_A,cameo_hard,8vd6_A,ok,0.65374509481079,1384,34,
cameo_hard__8vej_B,cameo_hard,8vej_B,ok,0.7878794513829284,1835,48,
cameo_hard__8wwc_C,cameo_hard,8wwc_C,ok,0.7792458571294824,741,22,
cameo_hard__8xtn_A,cameo_hard,8xtn_A,ok,0.35713871995366353,232,6,
cameo_hard__8yl4_B,cameo_hard,8yl4_B,ok,0.8014925908176703,1517,41,
cameo_hard__8yoz_A,cameo_hard,8yoz_A,ok,0.7368319667364504,632,15,
cameo_hard__8zaf_A,cameo_hard,8zaf_A,ok,0.3426309262143073,2869,70,
cameo_hard__9b7d_D,cameo_hard,9b7d_D,ok,0.38451438608974076,1575,38,
cameo_hard__9bch_A,cameo_hard,9bch_A,ok,0.27013664459313264,1544,39,
cameo_hard__9de9_B,cameo_hard,9de9_B,ok,0.7573175759241445,641,16,
cameo_hard__9deb_E,cameo_hard,9deb_E,ok,0.8493710792472154,623,16,
cameo_hard__9def_A,cameo_hard,9def_A,ok,0.8387506979209055,1194,30,
cameo_hard__9deg_A,cameo_hard,9deg_A,ok,0.7867134766754028,1259,31,
cameo_hard__9dl1_D,cameo_hard,9dl1_D,ok,0.5247577332256592,1059,24,
cameo_hard__9emy_B,cameo_hard,9emy_B,ok,0.6215694505112637,3007,75,
cameo_hard__9eqn_A,cameo_hard,9eqn_A,ok,0.5286777620517368,560,14,
cameo_hard__9eum_A,cameo_hard,9eum_A,ok,0.42963912298643747,1334,35,
cameo_hard__9f4c_A,cameo_hard,9f4c_A,ok,0.45490266648737154,1113,28,
cameo_hard__9fdg_A,cameo_hard,9fdg_A,ok,0.6208124745149864,1442,35,
cameo_hard__9hac_B,cameo_hard,9hac_B,ok,0.6869511757066674,1099,25,
cameo_hard__9had_C,cameo_hard,9had_C,ok,0.77015515771526,908,21,
cameo_hard__9isp_A,cameo_hard,9isp_A,ok,0.2428376413462522,1183,31,
cameo_hard__9j46_F,cameo_hard,9j46_F,ok,0.30125187867194975,971,24,
cameo_hard__9j5h_A,cameo_hard,9j5h_A,ok,0.5954327424400417,270,7,
cameo_hard__9k3e_C,cameo_hard,9k3e_C,ok,0.3455135082414903,943,23,
casp_fm__T1104-D1,casp_fm,T1104-D1,ok,0.5240915669993144,899,23,
casp_fm__T1112-D1,casp_fm,T1112-D1,ok,0.5580345434123202,3554,92,
casp_fm__T1113-D1,casp_fm,T1113-D1,ok,0.439603998266058,1343,33,
casp_fm__T1120-D1,casp_fm,T1120-D1,ok,0.44135311747263317,910,23,
casp_fm__T1120-D2,casp_fm,T1120-D2,ok,0.4328822624801433,820,22,
casp_fm__T1121-D1,casp_fm,T1121-D1,ok,0.31517233634173236,1538,39,
casp_fm__T1122-D1,casp_fm,T1122-D1,ok,0.3501969963083732,1833,46,
casp_fm__T1123-D1,casp_fm,T1123-D1,ok,0.21022164035247434,1681,42,
casp_fm__T1125-D1,casp_fm,T1125-D1,ok,0.39307885853004765,1081,26,
casp_fm__T1125-D2,casp_fm,T1125-D2,ok,0.35425511634137796,1151,29,
casp_fm__T1125-D4,casp_fm,T1125-D4,ok,0.5620646135371306,1136,28,
casp_fm__T1125-D5,casp_fm,T1125-D5,ok,0.47948842944398246,1191,30,
denovo_pdb__7ah0_A,denovo_pdb,7ah0_A,ok,0.6664416614005859,834,20,
denovo_pdb__7dgu_A,denovo_pdb,7dgu_A,ok,0.8530069235943627,756,19,
denovo_pdb__7dgw_A,denovo_pdb,7dgw_A,ok,0.8189380304594498,708,18,
denovo_pdb__7dgy_A,denovo_pdb,7dgy_A,ok,0.9012037735542955,766,19,
denovo_pdb__7dmf_A,denovo_pdb,7dmf_A,ok,0.6409541879504047,1478,37,
denovo_pdb__7f1h_A,denovo_pdb,7f1h_A,ok,0.4136946865447207,1490,37,
denovo_pdb__7f1i_A,denovo_pdb,7f1i_A,ok,0.402311342969967,1498,38,
denovo_pdb__7f1j_A,denovo_pdb,7f1j_A,ok,0.3979316248940229,1486,38,
denovo_pdb__7f1k_A,denovo_pdb,7f1k_A,ok,0.41457375366427374,1512,38,
denovo_pdb__7f1l_A,denovo_pdb,7f1l_A,ok,0.37711000003128825,1527,38,
denovo_pdb__7hiy_A,denovo_pdb,7hiy_A,ok,0.8783414964232776,971,25,
denovo_pdb__7hiz_A,denovo_pdb,7hiz_A,ok,0.8778345694937117,971,25,
denovo_pdb__7hj0_A,denovo_pdb,7hj0_A,ok,0.8797550807712351,971,25,
denovo_pdb__7hj1_A,denovo_pdb,7hj1_A,ok,0.8829344332132759,971,25,
denovo_pdb__7hj2_A,denovo_pdb,7hj2_A,ok,0.8828237026702321,971,25,
denovo_pdb__7hj3_A,denovo_pdb,7hj3_A,ok,0.8810632855937173,971,25,
denovo_pdb__7hj4_A,denovo_pdb,7hj4_A,ok,0.8778386303989323,971,25,
denovo_pdb__7hj5_A,denovo_pdb,7hj5_A,ok,0.8787513983361406,971,25,
denovo_pdb__7hj6_A,denovo_pdb,7hj6_A,ok,0.8851790062223825,971,25,
denovo_pdb__7hj7_A,denovo_pdb,7hj7_A,ok,0.8814125985372194,971,25,
denovo_pdb__7hj8_A,denovo_pdb,7hj8_A,ok,0.8821147892355322,971,25,
denovo_pdb__7hj9_A,denovo_pdb,7hj9_A,ok,0.8821014954582617,971,25,
denovo_pdb__7hja_A,denovo_pdb,7hja_A,ok,0.8857877506830952,971,25,
denovo_pdb__7hjb_A,denovo_pdb,7hjb_A,ok,0.873297734170053,971,25,
denovo_pdb__7hjc_A,denovo_pdb,7hjc_A,ok,0.8762470591260301,971,25,
denovo_pdb__7hjd_A,denovo_pdb,7hjd_A,ok,0.8815903907850489,971,25,
denovo_pdb__7hje_A,denovo_pdb,7hje_A,ok,0.8808793324362086,971,25,
denovo_pdb__7hjf_A,denovo_pdb,7hjf_A,ok,0.8779477527909146,971,25,
denovo_pdb__7hjg_A,denovo_pdb,7hjg_A,ok,0.8781497769075209,971,25,
denovo_pdb__7hjh_A,denovo_pdb,7hjh_A,ok,0.8671825251336279,971,25,
denovo_pdb__7hji_A,denovo_pdb,7hji_A,ok,0.8770164651270148,971,25,
denovo_pdb__7hjj_A,denovo_pdb,7hjj_A,ok,0.8755271620866953,971,25,
denovo_pdb__7hjk_A,denovo_pdb,7hjk_A,ok,0.8732151037869158,971,25,
denovo_pdb__7hjl_A,denovo_pdb,7hjl_A,ok,0.8782918080590429,971,25,
denovo_pdb__7hjm_A,denovo_pdb,7hjm_A,ok,0.8777852465554283,971,25,
denovo_pdb__7hjn_A,denovo_pdb,7hjn_A,ok,0.880517817264437,971,25,
denovo_pdb__7hjo_A,denovo_pdb,7hjo_A,ok,0.8795855759573536,971,25,
denovo_pdb__7hjp_A,denovo_pdb,7hjp_A,ok,0.8743198884841944,971,25,
denovo_pdb__7hjq_A,denovo_pdb,7hjq_A,ok,0.8761403159133134,971,25,
