target_id,dataset,stem,status,lddt,n_matched_atoms,n_contacts,error
cameo_hard__8j4i_A,cameo_hard,8j4i_A,ok,0.327757955689327,1491,0,
cameo_hard__8jvx_B,cameo_hard,8jvx_B,ok,0.4848981976718054,297,19,
cameo_hard__8raj_A,cameo_hard,8raj_A,ok,0.6433379282027216,465,31,
cameo_hard__8s3m_A,cameo_hard,8s3m_A,ok,0.5357534574008211,2796,172,
cameo_hard__8s89_A,cameo_hard,8s89_A,ok,0.7624816286447345,3055,200,
cameo_hard__8u1a_A,cameo_hard,8u1a_A,ok,0.41542355384639773,2759,162,
cameo_hard__8v4w_A,cameo_hard,8v4w_A,ok,0.36476800433907886,1714,103,
cameo_hard__8vd6_A,cameo_hard,8vd6_A,ok,0.6397452960493217,1384,87,
cameo_hard__8vej_B,cameo_hard,8vej_B,ok,0.7577970362066248,1835,121,
cameo_hard__8wwc_C,cameo_hard,8wwc_C,ok,0.6005898324126955,741,56,
cameo_hard__8xtn_A,cameo_hard,8xtn_A,ok,0.3470460469157255,232,0,
cameo_hard__8yl4_B,cameo_hard,8yl4_B,ok,0.3900867517706946,1517,103,
cameo_hard__8yoz_A,cameo_hard,8yoz_A,ok,0.5270448069318446,632,0,
cameo_hard__8zaf_A,cameo_hard,8zaf_A,ok,0.31170867523957524,2869,0,
cameo_hard__9b7d_D,cameo_hard,9b7d_D,ok,0.3508160270378441,1575,96,
cameo_hard__9bch_A,cameo_hard,9bch_A,ok,0.2798035777041228,1544,99,
cameo_hard__9de9_B,cameo_hard,9de9_B,ok,0.5907918520945867,641,40,
cameo_hard__9deb_E,cameo_hard,9deb_E,ok,0.8447995348440234,623,41,
cameo_hard__9def_A,cameo_hard,9def_A,ok,0.5083584900303773,1194,75,
cameo_hard__9deg_A,cameo_hard,9deg_A,ok,0.789375605770192,1259,78,
cameo_hard__9dl1_D,cameo_hard,9dl1_D,ok,0.5529585513149117,1059,62,
cameo_hard__9emy_B,cameo_hard,9emy_B,ok,0.26055085275572526,3007,0,
cameo_hard__9eqn_A,cameo_hard,9eqn_A,ok,0.5509225312484014,560,36,
cameo_hard__9eum_A,cameo_hard,9eum_A,ok,0.3094467530562136,1334,0,
cameo_hard__9f4c_A,cameo_hard,9f4c_A,ok,0.45211634143061674,1113,0,
cameo_hard__9fdg_A,cameo_hard,9fdg_A,ok,0.6496860737603843,1442,89,
cameo_hard__9hac_B,cameo_hard,9hac_B,ok,0.6560705700312232,1099,63,
cameo_hard__9had_C,cameo_hard,9had_C,ok,0.8423324808184144,908,54,
cameo_hard__9isp_A,cameo_hard,9isp_A,ok,0.23540626347875193,1183,0,
cameo_hard__9j46_F,cameo_hard,9j46_F,ok,0.31388167782483944,971,62,
cameo_hard__9j5h_A,cameo_hard,9j5h_A,ok,0.5970594369134515,270,17,
cameo_hard__9k3e_C,cameo_hard,9k3e_C,ok,0.3711872947755128,943,58,
casp_fm__T1104-D1,casp_fm,T1104-D1,ok,0.6023431350143471,899,58,
casp_fm__T1112-D1,casp_fm,T1112-D1,ok,0.402113813373777,3554,0,
casp_fm__T1113-D1,casp_fm,T1113-D1,ok,0.3283117015579978,1343,83,
casp_fm__T1120-D1,casp_fm,T1120-D1,ok,0.42516157753734374,910,0,
casp_fm__T1120-D2,casp_fm,T1120-D2,ok,0.4189846892216176,820,0,
casp_fm__T1121-D1,casp_fm,T1121-D1,ok,0.3186129374770286,1538,0,
casp_fm__T1122-D1,casp_fm,T1122-D1,ok,0.36312590601870276,1833,115,
casp_fm__T1123-D1,casp_fm,T1123-D1,ok,0.2216381849131964,1681,107,
casp_fm__T1125-D1,casp_fm,T1125-D1,ok,0.38642513054582694,1081,67,
casp_fm__T1125-D2,casp_fm,T1125-D2,ok,0.3222908637497166,1151,74,
casp_fm__T1125-D4,casp_fm,T1125-D4,ok,0.4844208157721387,1136,70,
casp_fm__T1125-D5,casp_fm,T1125-D5,ok,0.44145757462793567,1191,75,
denovo_pdb__7ah0_A,denovo_pdb,7ah0_A,ok,0.6732841467718242,834,52,
denovo_pdb__7dgu_A,denovo_pdb,7dgu_A,ok,0.8915153155813687,756,48,
denovo_pdb__7dgw_A,denovo_pdb,7dgw_A,ok,0.786411558877002,708,47,
denovo_pdb__7dgy_A,denovo_pdb,7dgy_A,ok,0.9004453313216363,766,49,
denovo_pdb__7dmf_A,denovo_pdb,7dmf_A,ok,0.49545861828652826,1478,94,
denovo_pdb__7f1h_A,denovo_pdb,7f1h_A,ok,0.22298589607879993,1490,0,
denovo_pdb__7f1i_A,denovo_pdb,7f1i_A,ok,0.20924109039531277,1498,0,
denovo_pdb__7f1j_A,denovo_pdb,7f1j_A,ok,0.22443799014412888,1486,0,
denovo_pdb__7f1k_A,denovo_pdb,7f1k_A,ok,0.23934585273400671,1512,0,
denovo_pdb__7f1l_A,denovo_pdb,7f1l_A,ok,0.22673328973839907,1527,0,
denovo_pdb__7hiy_A,denovo_pdb,7hiy_A,ok,0.8704404846297609,971,63,
denovo_pdb__7hiz_A,denovo_pdb,7hiz_A,ok,0.8714672686230247,971,63,
denovo_pdb__7hj0_A,denovo_pdb,7hj0_A,ok,0.8772621414188202,971,63,
denovo_pdb__7hj1_A,denovo_pdb,7hj1_A,ok,0.8708254263325717,971,63,
denovo_pdb__7hj2_A,denovo_pdb,7hj2_A,ok,0.8772768670309654,971,63,
denovo_pdb__7hj3_A,denovo_pdb,7hj3_A,ok,0.8819185398506607,971,63,
denovo_pdb__7hj4_A,denovo_pdb,7hj4_A,ok,0.877707086068493,971,63,
denovo_pdb__7hj5_A,denovo_pdb,7hj5_A,ok,0.8760238392202749,971,63,
denovo_pdb__7hj6_A,denovo_pdb,7hj6_A,ok,0.8784799608363502,971,63,
denovo_pdb__7hj7_A,denovo_pdb,7hj7_A,ok,0.8731238319419027,971,63,
denovo_pdb__7hj8_A,denovo_pdb,7hj8_A,ok,0.8789447938054749,971,63,
denovo_pdb__7hj9_A,denovo_pdb,7hj9_A,ok,0.8790742064028532,971,63,
denovo_pdb__7hja_A,denovo_pdb,7hja_A,ok,0.8812880213435067,971,63,
denovo_pdb__7hjb_A,denovo_pdb,7hjb_A,ok,0.8723670335888072,971,63,
denovo_pdb__7hjc_A,denovo_pdb,7hjc_A,ok,0.8749758944756567,971,63,
denovo_pdb__7hjd_A,denovo_pdb,7hjd_A,ok,0.8740304459304499,971,63,
denovo_pdb__7hje_A,denovo_pdb,7hje_A,ok,0.8747496957717097,971,63,
denovo_pdb__7hjf_A,denovo_pdb,7hjf_A,ok,0.8688993983849692,971,63,
denovo_pdb__7hjg_A,denovo_pdb,7hjg_A,ok,0.8759750264822008,971,63,
denovo_pdb__7hjh_A,denovo_pdb,7hjh_A,ok,0.8752806025638551,971,63,
denovo_pdb__7hji_A,denovo_pdb,7hji_A,ok,0.8814020363412539,971,63,
denovo_pdb__7hjj_A,denovo_pdb,7hjj_A,ok,0.8796979208791491,971,63,
denovo_pdb__7hjk_A,denovo_pdb,7hjk_A,ok,0.8802659680864106,971,63,
denovo_pdb__7hjl_A,denovo_pdb,7hjl_A,ok,0.8770095996284014,971,63,
denovo_pdb__7hjm_A,denovo_pdb,7hjm_A,ok,0.8736797416732063,971,63,
denovo_pdb__7hjn_A,denovo_pdb,7hjn_A,ok,0.8805596493824935,971,63,
denovo_pdb__7hjo_A,denovo_pdb,7hjo_A,ok,0.8816683191264711,971,63,
denovo_pdb__7hjp_A,denovo_pdb,7hjp_A,ok,0.8830256370725816,971,63,
denovo_pdb__7hjq_A,denovo_pdb,7hjq_A,ok,0.8765967637207568,971,63,
denovo_pdb__7hjr_A,denovo_pdb,7hjr_A,ok,0.8836013535288431,971,63,
denovo_pdb__7hjs_A,denovo_pdb,7hjs_A,ok,0.8704576672320065,971,63,
denovo_pdb__7hjt_A,denovo_pdb,7hjt_A,ok,0.8767763914129576,971,63,
denovo_pdb__7hju_A,denovo_pdb,7hju_A,ok,0.8782478283513473,971,63,
denovo_pdb__7hjv_A,denovo_pdb,7hjv_A,ok,0.8736633338480543,971,63,
denovo_pdb__7hjw_A,denovo_pdb,7hjw_A,ok,0.8744855570131441,971,63,
denovo_pdb__7hjx_A,denovo_pdb,7hjx_A,ok,0.8800812616122458,971,63,
denovo_pdb__7hjy_A,denovo_pdb,7hjy_A,ok,0.875570010513348,971,63,
denovo_pdb__7hjz_A,denovo_pdb,7hjz_A,ok,0.871188656281996,971,63,
denovo_pdb__7hk0_A,denovo_pdb,7hk0_A,ok,0.8828755381402903,971,63,
denovo_pdb__7hk1_A,denovo_pdb,7hk1_A,ok,0.8763512250462494,971,63,
denovo_pdb__7hk2_A,denovo_pdb,7hk2_A,ok,0.8747863771499327,971,63,
denovo_pdb__7hk3_A,denovo_pdb,7hk3_A,ok,0.8705617876347544,971,63,
denovo_pdb__7hk4_A,denovo_pdb,7hk4_A,ok,0.8755355433798166,971,63,
denovo_pdb__7kuw_A,denovo_pdb,7kuw_A,ok,0.7242456120398801,507,31,
denovo_pdb__7mcc_A,denovo_pdb,7mcc_A,ok,0.582060186522749,1447,95,
denovo_pdb__7osu_A,denovo_pdb,7osu_A,ok,0.782891663894806,1441,91,
denovo_pdb__7osv_A,denovo_pdb,7osv_A,ok,0.7144772830129278,1353,86,
denovo_pdb__7ot7_A,denovo_pdb,7ot7_A,ok,0.7983851470895285,1415,91,
denovo_pdb__7p12_A,denovo_pdb,7p12_A,ok,0.8092252680164768,1252,92,
denovo_pdb__7qnl_AAA,denovo_pdb,7qnl_AAA,ok,0.909122964381026,1823,0,
denovo_pdb__7rmx_A,denovo_pdb,7rmx_A,ok,0.7952367272059102,1866,114,
denovo_pdb__7smj_A,denovo_pdb,7smj_A,ok,0.664078224163149,1322,87,
denovo_pdb__7sq3_A,denovo_pdb,7sq3_A,ok,0.8228381444598513,1069,73,
denovo_pdb__7sq4_A,denovo_pdb,7sq4_A,ok,0.7974246993171814,389,24,
denovo_pdb__7sq5_A,denovo_pdb,7sq5_A,ok,0.8561260206381807,1069,70,
denovo_pdb__7tal_A,denovo_pdb,7tal_A,ok,0.48340681280917974,1577,0,
denovo_pdb__7tjl_A,denovo_pdb,7tjl_A,ok,0.5912136040857021,732,42,
denovo_pdb__7udo_A,denovo_pdb,7udo_A,ok,0.9027150913864068,1365,85,
denovo_pdb__7uek_A,denovo_pdb,7uek_A,ok,0.8436845355834314,1832,114,
denovo_pdb__7ur7_A,denovo_pdb,7ur7_A,ok,0.8568102484387357,534,31,
denovo_pdb__7ur8_A,denovo_pdb,7ur8_A,ok,0.7269665553798395,593,35,
denovo_pdb__7vql_A,denovo_pdb,7vql_A,ok,0.7816122034365207,908,0,
denovo_pdb__7vqv_A,denovo_pdb,7vqv_A,ok,0.8224053707667636,922,0,
denovo_pdb__7vty_A,denovo_pdb,7vty_A,ok,0.8234593777009507,715,45,
denovo_pdb__7vu4_A,denovo_pdb,7vu4_A,ok,0.7002146770454221,931,0,
denovo_pdb__8a3k_UNK,denovo_pdb,8a3k_UNK,ok,0.9271005643670331,823,63,
denovo_pdb__8ah9_A,denovo_pdb,8ah9_A,ok,0.8423158187562508,925,57,
denovo_pdb__8bcs_A,denovo_pdb,8bcs_A,ok,0.8724117688914188,326,24,
denovo_pdb__8bl3_A,denovo_pdb,8bl3_A,ok,0.7391915454725484,1137,70,
denovo_pdb__8bl5_A,denovo_pdb,8bl5_A,ok,0.5395967710911352,936,0,
denovo_pdb__8bl6_A,denovo_pdb,8bl6_A,ok,0.744229103721127,1135,69,
denovo_pdb__8bl9_A,denovo_pdb,8bl9_A,ok,0.5631221127587351,921,0,
denovo_pdb__8bu0_A,denovo_pdb,8bu0_A,ok,0.9081179230387513,1148,0,
denovo_pdb__8ch0_A,denovo_pdb,8ch0_A,ok,0.9009951585523871,1148,0,
denovo_pdb__8chy_A,denovo_pdb,8chy_A,ok,0.9085989905492271,2296,0,
denovo_pdb__8cig_A,denovo_pdb,8cig_A,ok,0.908834369382488,1148,0,
denovo_pdb__8ckr_A,denovo_pdb,8ckr_A,ok,0.9064499509939434,1148,0,
denovo_pdb__8cmq_A,denovo_pdb,8cmq_A,ok,0.9049973684870054,1148,0,
denovo_pdb__8cqq_A,denovo_pdb,8cqq_A,ok,0.905465449767593,2296,0,
denovo_pdb__8cux_B,denovo_pdb,8cux_B,ok,0.31744680997373165,923,0,
denovo_pdb__8d03_A,denovo_pdb,8d03_A,ok,0.5476855850820588,538,32,
denovo_pdb__8d05_A,denovo_pdb,8d05_A,ok,0.8039189017645032,468,30,
denovo_pdb__8d9o_A,denovo_pdb,8d9o_A,ok,0.8356961254744681,1572,97,
denovo_pdb__8d9p_A,denovo_pdb,8d9p_A,ok,0.8352531525745872,1581,97,
denovo_pdb__8eov_A,denovo_pdb,8eov_A,ok,0.8828964082185415,1181,69,
denovo_pdb__8eoz_B,denovo_pdb,8eoz_B,ok,0.4429161403590095,1874,113,
denovo_pdb__8etq_A,denovo_pdb,8etq_A,ok,0.43579764066488047,1976,138,
denovo_pdb__8fjf_A,denovo_pdb,8fjf_A,ok,0.5874651410761155,978,63,
denovo_pdb__8fjg_A,denovo_pdb,8fjg_A,ok,0.8159789253539254,877,52,
denovo_pdb__8g9j_A,denovo_pdb,8g9j_A,ok,0.8798516505709985,1486,100,
denovo_pdb__8gl3_A,denovo_pdb,8gl3_A,ok,0.388077702606263,1600,94,
denovo_pdb__8j1w_A,denovo_pdb,8j1w_A,ok,0.6603402092538748,1395,0,
denovo_pdb__8j1x_A,denovo_pdb,8j1x_A,ok,0.6715300506376015,1389,0,
denovo_pdb__8j98_A,denovo_pdb,8j98_A,ok,0.7609036798534853,1473,0,
denovo_pdb__8ju8_A,denovo_pdb,8ju8_A,ok,0.6893217034777849,1068,69,
denovo_pdb__8k7o_A,denovo_pdb,8k7o_A,ok,0.8210666172290199,1717,116,
denovo_pdb__8k7z_A,denovo_pdb,8k7z_A,ok,0.39087666991856973,1153,86,
denovo_pdb__8k8f_A,denovo_pdb,8k8f_A,ok,0.8672556499053881,1300,89,
denovo_pdb__8k8g_A,denovo_pdb,8k8g_A,ok,0.8301268117961351,1432,104,
denovo_pdb__8k8i_A,denovo_pdb,8k8i_A,ok,0.6997760768667047,1357,105,
denovo_pdb__8ka7_A,denovo_pdb,8ka7_A,ok,0.5486461954422557,827,57,
denovo_pdb__8kac_A,denovo_pdb,8kac_A,ok,0.7850981150654099,860,60,
denovo_pdb__8kc0_A,denovo_pdb,8kc0_A,ok,0.826513616096105,849,57,
denovo_pdb__8kc1_A,denovo_pdb,8kc1_A,ok,0.7978539727826461,632,41,
denovo_pdb__8kc4_A,denovo_pdb,8kc4_A,ok,0.819749331532601,1119,75,
denovo_pdb__8kc8_A,denovo_pdb,8kc8_A,ok,0.7909830999346601,1612,113,
denovo_pdb__8kcj_A,denovo_pdb,8kcj_A,ok,0.8696381142810556,1300,89,
denovo_pdb__8kck_A,denovo_pdb,8kck_A,ok,0.8222744008099162,1406,103,
denovo_pdb__8kdq_A,denovo_pdb,8kdq_A,ok,0.8233380359387574,1717,116,
denovo_pdb__8oys_A,denovo_pdb,8oys_A,ok,0.7881271649572889,1367,95,
