pdb_id,sample_idx,lddt,dockq,irmsd,lrmsd,fnat
8t59-assembly1,0,0.7795493449858524,0.38794270157814026,,,0.34614566719829876
8t59-assembly1,1,0.7767069898979231,0.3498121201992035,,,0.2910154173312068
8t59-assembly1,2,0.7760678175436126,0.3765338957309723,,,0.39132110579479
8t59-assembly1,3,0.7739211078694108,0.3669610023498535,,,0.3218766613503456
8t59-assembly1,4,0.7764136233554971,0.32547351717948914,,,0.25341573631047315
8t59-assembly1,5,0.8128138105233512,0.4943706691265106,,,0.40244550770866555
8t59-assembly1,6,0.7119316573302765,0.12050429731607437,,,0.13191121743753323
8t59-assembly1,7,0.8094353280791385,0.46819087862968445,,,0.38896863370547585
8t59-assembly1,8,0.7141788450452591,0.15687794983386993,,,0.19827219564061668
8t59-assembly1,9,0.8315437974245352,0.49728238582611084,,,0.45929027113237636
8t59-assembly1,10,0.8343725843098772,0.5367540121078491,,,0.45971557682084
8t59-assembly1,11,0.8290362469031495,0.5090802907943726,,,0.42183678894205207
8t59-assembly1,12,0.8256588645834708,0.5001367926597595,,,0.4251993620414673
8t59-assembly1,13,0.8313138713969088,0.5459511280059814,,,0.4757044125465178
8t59-assembly1,14,0.826292903023289,0.44897401332855225,,,0.4222620946305157
8t59-assembly1,15,0.776400788569266,0.35508498549461365,,,0.2740430622009569
8t59-assembly1,16,0.7717010565596025,0.337991863489151,,,0.2635167464114833
8t59-assembly1,17,0.7826909339470561,0.3940006196498871,,,0.3468500797448166
8t59-assembly1,18,0.7790315530384706,0.35064268112182617,,,0.3157097288676236
8t59-assembly1,19,0.774352723394955,0.35542169213294983,,,0.3399787347155769
8t59-assembly1,20,0.8034858545987406,0.4740082919597626,,,0.41294524189261034
8t59-assembly1,21,0.8055797582953057,0.4383091926574707,,,0.34743487506645404
8t59-assembly1,22,0.806112951986165,0.4668489992618561,,,0.41660021265284425
8t59-assembly1,23,0.807053558462818,0.5244603157043457,,,0.4506911217437533
8t59-assembly1,24,0.790549856910469,0.3899418115615845,,,0.29201222753854333
8q3j-assembly1,0,0.6522931890845769,0.06258898228406906,,,0.1484593837535014
8q3j-assembly1,1,0.6395705337625344,0.08739956468343735,,,0.1680672268907563
8q3j-assembly1,2,0.6602134853989543,0.08566582947969437,,,0.17086834733893555
8q3j-assembly1,3,0.6554574391341588,0.09751660376787186,,,0.1680672268907563
8q3j-assembly1,4,0.6305338279171036,0.04733552038669586,,,0.05322128851540616
8q3j-assembly1,5,0.5718926328957779,0.04278185963630676,,,0.06442577030812326
8q3j-assembly1,6,0.5588675826055877,0.061983708292245865,,,0.1322892793481029
8q3j-assembly1,7,0.5483663043738845,0.0311824232339859,,,0.022408963585434174
8q3j-assembly1,8,0.5736173739258168,0.059714704751968384,,,0.12044817927170869
8q3j-assembly1,9,0.5591588080298668,0.04884094372391701,,,0.05436248573503475
8q3j-assembly1,10,0.6719815533620872,0.07584526389837265,,,0.14877297720434976
8q3j-assembly1,11,0.6719090875408914,0.09097903221845627,,,0.16308745720510426
8q3j-assembly1,12,0.6951529083312811,0.0847172811627388,,,0.15717633854888755
8q3j-assembly1,13,0.6780310872924372,0.09300192445516586,,,0.21268002150355092
8q3j-assembly1,14,0.6883890684491443,0.08458545058965683,,,0.1882975412387177
8q3j-assembly1,15,0.64755893705172,0.07504674792289734,,,0.1484593837535014
8q3j-assembly1,16,0.6410326542977136,0.07021289318799973,,,0.13445378151260504
8q3j-assembly1,17,0.6387881208359395,0.07775251567363739,,,0.14565826330532214
8q3j-assembly1,18,0.6443129586323684,0.07848966121673584,,,0.1596638655462185
8q3j-assembly1,19,0.6527230803095652,0.08383142203092575,,,0.16246498599439776
8q3j-assembly1,20,0.6431965491013149,0.06662415713071823,,,0.1596638655462185
8q3j-assembly1,21,0.6382729596784915,0.060453131794929504,,,0.14285714285714285
8q3j-assembly1,22,0.6515031481768034,0.06978151202201843,,,0.16526610644257703
8q3j-assembly1,23,0.6409994180940073,0.0637904554605484,,,0.15406162464985995
8q3j-assembly1,24,0.6418526622744025,0.06842415034770966,,,0.15406162464985995
